,ticker,Date,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Change To Operating Activities,Repurchase Of Stock,Dividends Paid
2017-12-31,AT1.DE,2017-12-31,-2129900000.0,4200000.0,-2753900000.0,1164500000.0,2491900000.0,1561300000.0,1311400000.0,95000000.0,-900000.0,361700000.0,1900000.0,,,-17200000.0,-79400000.0,-936300000.0,-9100000.0,-15400000.0,-1084600000.0,-154500000.0
2020-12-31,HOC.DE,2020-12-31,,0.0,11019000.0,20903000.0,20278000.0,,-72531000.0,6217000.0,,-25031000.0,4843000.0,-931000.0,,,,24503000.0,-208000.0,14134000.0,-625000.0,
2019-12-31,HOC.DE,2019-12-31,,0.0,-4215000.0,-2263000.0,-4552000.0,,-4593000.0,-6302000.0,,2482000.0,5118000.0,-931000.0,,,,363000.0,-767000.0,-3032000.0,-625000.0,-2289000.0
2018-12-31,HOC.DE,2018-12-31,,0.0,-7046000.0,-2263000.0,-4552000.0,,1926000.0,7604000.0,,14651000.0,2218000.0,2000.0,,,,1547000.0,-2881000.0,4156000.0,-625000.0,-2289000.0
2017-12-31,HOC.DE,2017-12-31,,0.0,-7565000.0,-2263000.0,-3915000.0,,-5940000.0,-13930000.0,,-2070000.0,2644000.0,2000.0,,,-100000.0,1351000.0,-2277000.0,-3426000.0,-3815000.0,-2289000.0
2020-12-31,EUZ.DE,2020-12-31,-5268000.0,0.0,-13345000.0,-3021000.0,-12958000.0,,22884000.0,8553000.0,-1931000.0,36787000.0,9955000.0,1500000.0,-2355000.0,121000.0,-1186000.0,5176000.0,-8905000.0,9000.0,,-8751000.0
2019-12-31,EUZ.DE,2019-12-31,-279000.0,0.0,-5654000.0,-2655000.0,-10501000.0,,22019000.0,24736000.0,462000.0,40429000.0,10367000.0,1500000.0,-2156000.0,-385000.0,-1669000.0,3557000.0,-7254000.0,6316000.0,,-6177000.0
2018-12-31,EUZ.DE,2018-12-31,-279000.0,0.0,-10697000.0,-1679000.0,-14602000.0,1075000.0,16133000.0,-3521000.0,568000.0,21210000.0,8444000.0,1500000.0,706000.0,-5629000.0,-219000.0,478000.0,-6123000.0,1078000.0,-9648000.0,-4131000.0
2017-12-31,EUZ.DE,2017-12-31,1598000.0,0.0,5113000.0,-5475000.0,-9955000.0,1075000.0,14701000.0,21140000.0,-845000.0,26827000.0,8273000.0,1500000.0,-230000.0,2353000.0,-990000.0,-1620000.0,-4160000.0,3350000.0,-9648000.0,-3490000.0
2020-12-31,PFI.F,2020-12-31,13000.0,0.0,-60516000.0,-73193000.0,-98221000.0,,49789000.0,62161000.0,-3771000.0,224669000.0,62745000.0,928000.0,,,-11870000.0,42312000.0,-65093000.0,58630000.0,,-13158000.0
2019-12-31,PFI.F,2019-12-31,28090000.0,0.0,-53975000.0,-58799000.0,-95215000.0,,80028000.0,7353000.0,512000.0,156031000.0,63267000.0,5369000.0,,,-17244000.0,1097000.0,-95641000.0,293000.0,,-19172000.0
2018-12-31,PFI.F,2018-12-31,215000.0,0.0,-87723000.0,-10760000.0,-43081000.0,,57951000.0,-5072000.0,-770000.0,126502000.0,50558000.0,6034000.0,,,-14652000.0,30484000.0,-99304000.0,-21374000.0,,-17669000.0
2017-12-31,PFI.F,2017-12-31,-2500000.0,0.0,-58684000.0,15546000.0,-24832000.0,,-11423000.0,5835000.0,-2627000.0,91978000.0,48078000.0,6112000.0,,,-18950000.0,97083000.0,-82187000.0,-50315000.0,,-21428000.0
2020-12-31,ZAL.DE,2020-12-31,25000000.0,329200000.0,-217800000.0,1299000000.0,1354100000.0,55100000.0,226100000.0,1667500000.0,3900000.0,527400000.0,155700000.0,100000.0,-262900000.0,-139600000.0,,30100000.0,-177600000.0,130000000.0,,
2019-12-31,ZAL.DE,2019-12-31,-5000000.0,403600000.0,-290300000.0,-57000000.0,-57300000.0,38500000.0,99700000.0,-18500000.0,1900000.0,327200000.0,145800000.0,400000.0,-278800000.0,-67200000.0,,-300000.0,-233700000.0,-24600000.0,-38800000.0,
2018-12-31,ZAL.DE,2018-12-31,20000000.0,180600000.0,-207000000.0,-2800000.0,-75900000.0,38200000.0,51400000.0,-69700000.0,300000.0,212800000.0,53500000.0,58500000.0,-40600000.0,-116400000.0,-400000.0,59500000.0,-226100000.0,-8200000.0,-110900000.0,
2017-12-31,ZAL.DE,2017-12-31,180000000.0,198400000.0,-88300000.0,-3200000.0,-10600000.0,3900000.0,103100000.0,92900000.0,-1900000.0,193700000.0,38700000.0,10500000.0,-189400000.0,-61600000.0,-4600000.0,56800000.0,-189100000.0,27700000.0,-6700000.0,
2020-12-31,VZUG.SW,2020-12-31,200000.0,4648000.0,-57425000.0,-79000000.0,29905000.0,110000000.0,43207000.0,71516000.0,-360000.0,99396000.0,23531000.0,49000.0,9453000.0,-1194000.0,-1095000.0,4108000.0,-53566000.0,9186000.0,,
2019-12-31,VZUG.SW,2019-12-31,-4000.0,-9740000.0,-68975000.0,41992000.0,27092000.0,100000.0,27309000.0,-4349000.0,-214000.0,37748000.0,21637000.0,34000.0,-2012000.0,-10257000.0,-1095000.0,-1088000.0,-65717000.0,6340000.0,,-15000000.0
2018-12-31,VZUG.SW,2018-12-31,32000.0,9673000.0,-66409000.0,7975000.0,-22025000.0,100000.0,40863000.0,-24405000.0,-297000.0,64326000.0,19193000.0,46000.0,-10506000.0,-4101000.0,-1095000.0,-2269000.0,-57535000.0,8468000.0,,-30000000.0
2017-12-31,VZUG.SW,2017-12-31,26000.0,-5273000.0,-47696000.0,6783000.0,-38217000.0,100000.0,53168000.0,-27619000.0,100000.0,58194000.0,21741000.0,42000.0,-1443000.0,-3400000.0,-1095000.0,20000.0,-39818000.0,-8260000.0,,-45000000.0
2020-12-31,LEN.F,2020-12-31,-2504000.0,0.0,-666219000.0,553777000.0,1135096000.0,495443000.0,6277000.0,498519000.0,-19304000.0,48946000.0,159782000.0,-1000.0,81439000.0,-38360000.0,85876000.0,-39893000.0,-668760000.0,-120965000.0,,
2019-12-31,LEN.F,2019-12-31,-10838000.0,0.0,-254694000.0,464368000.0,333253000.0,495443000.0,122806000.0,327614000.0,4440000.0,244615000.0,153613000.0,-1000.0,-29138000.0,30502000.0,1635000.0,17050000.0,-244009000.0,-50711000.0,,-79650000.0
2018-12-31,LEN.F,2018-12-31,-5458000.0,0.0,-261812000.0,90885000.0,-81960000.0,495443000.0,148996000.0,-62589000.0,1148000.0,280035000.0,138045000.0,-1000.0,-62381000.0,6041000.0,-40095000.0,16446000.0,-257595000.0,32403000.0,,-79650000.0
2017-12-31,LEN.F,2017-12-31,16865000.0,0.0,-218603000.0,-187282000.0,-297163000.0,495443000.0,277978000.0,-253144000.0,-8483000.0,271105000.0,133877000.0,-1000.0,-33900000.0,-54277000.0,1629000.0,6372000.0,-238757000.0,-59398000.0,,-111510000.0
2020-12-31,G24.DE,2020-12-31,-1536728000.0,-8737000.0,1235495000.0,-585487000.0,-1211359000.0,,2367076000.0,107278000.0,-3000.0,83145000.0,39472000.0,2833475000.0,,11360000.0,-16324000.0,-2331525000.0,-13661000.0,-6535000.0,-515885000.0,-93663000.0
2019-12-31,G24.DE,2019-12-31,-350000.0,-7672000.0,-18504000.0,41463000.0,-168837000.0,,80019000.0,6372000.0,11000.0,193702000.0,36299000.0,-6876000.0,,-633000.0,-14167000.0,40501000.0,-1267000.0,27920000.0,-127269000.0,-68864000.0
2018-12-31,G24.DE,2018-12-31,-267000.0,5285000.0,-294052000.0,160022000.0,88334000.0,,164167000.0,2543000.0,11000.0,208250000.0,38041000.0,-9431000.0,,-1747000.0,-11432000.0,-23528000.0,-7157000.0,11241000.0,-127269000.0,-60256000.0
2017-12-31,G24.DE,2017-12-31,-303000.0,-2765000.0,-43488000.0,-60142000.0,-107470000.0,,110898000.0,13218000.0,-49000.0,164225000.0,45817000.0,1889000.0,,-5139000.0,-13670000.0,-1277000.0,-2793000.0,5678000.0,-1378000.0,-32280000.0
2021-05-31,HLE.DE,2021-05-31,54530000.0,383936000.0,-444571000.0,-456226000.0,-482765000.0,,358276000.0,-223299000.0,209000.0,703828000.0,351031000.0,8158000.0,-30639000.0,-372034000.0,-26539000.0,-124460000.0,-498524000.0,99035000.0,,
2020-05-31,HLE.DE,2020-05-31,131949000.0,-219884000.0,-278685000.0,386625000.0,-23704000.0,,-431012000.0,326031000.0,-7384000.0,635804000.0,375902000.0,10410000.0,-99219000.0,405287000.0,-38107000.0,554874000.0,-406991000.0,4715000.0,,-116667000.0
2019-05-31,HLE.DE,2019-05-31,-217070000.0,74828000.0,-372633000.0,-51460000.0,-197475000.0,,629995000.0,188576000.0,-272000.0,758956000.0,348706000.0,-2000.0,-20209000.0,-78148000.0,-29349000.0,-229337000.0,-439294000.0,1310000.0,,-116666000.0
2018-05-31,HLE.DE,2018-05-31,-21493000.0,72878000.0,-634395000.0,-144620000.0,-283722000.0,,388679000.0,-95688000.0,-3417000.0,825845000.0,409132000.0,-1000.0,-122716000.0,-85075000.0,-36880000.0,117792000.0,-513127000.0,13771000.0,,-102222000.0
2020-12-31,SR9.F,2020-12-31,-5186000000.0,0.0,-7721000000.0,881000000.0,-2498000000.0,,-878000000.0,-2092000000.0,4000000.0,5394000000.0,67000000.0,,,,-1415000000.0,-4922000000.0,,5062000000.0,-199000000.0,-1765000000.0
2019-12-31,SR9.F,2019-12-31,2121000000.0,0.0,2461000000.0,1409000000.0,-2640000000.0,,727000000.0,1577000000.0,88000000.0,4397000000.0,61000000.0,,,,-1444000000.0,-11681000000.0,,9611000000.0,-946000000.0,-1659000000.0
2018-12-31,SR9.F,2018-12-31,3474000000.0,0.0,3463000000.0,-82000000.0,-5593000000.0,,462000000.0,-821000000.0,-263000000.0,1572000000.0,57000000.0,,,,-1723000000.0,-2774000000.0,,-1349000000.0,-2196000000.0,-1592000000.0
2017-12-31,SR9.F,2017-12-31,2723000000.0,0.0,2759000000.0,-1491000000.0,-6800000000.0,,398000000.0,-2205000000.0,533000000.0,1303000000.0,49000000.0,,,,-2256000000.0,-9117000000.0,,5138000000.0,-1494000000.0,-1559000000.0
2020-12-31,TRVG,2020-12-31,-8850000.0,-29170000.0,-16189000.0,,-180000.0,87000.0,-245378000.0,-9772000.0,-1275000.0,7872000.0,6163000.0,,,53732000.0,-267000.0,216664000.0,-5501000.0,930000.0,,
2019-12-31,TRVG,2019-12-31,-10000000.0,-2975000.0,-17981000.0,,-99000.0,202000.0,17161000.0,56235000.0,94000.0,74221000.0,7585000.0,,,24926000.0,-301000.0,22414000.0,-8017000.0,6811000.0,,
2018-12-31,TRVG,2018-12-31,-10000000.0,-18785000.0,-24145000.0,,161000.0,161000.0,-21489000.0,-28592000.0,-24000.0,-4584000.0,9777000.0,,,-13432000.0,-301000.0,22187000.0,-24779000.0,14277000.0,,
2017-12-31,TRVG,2017-12-31,-10000000.0,17453000.0,-18286000.0,,-7216000.0,42000.0,-12481000.0,-35282000.0,-1259000.0,-8521000.0,8813000.0,,,-29734000.0,-4196000.0,8567000.0,-17364000.0,-1251000.0,-3062000.0,
2020-12-31,DEQ.DE,2020-12-31,,0.0,-14576000.0,28945000.0,21431000.0,,-251717000.0,117943000.0,,111088000.0,132000.0,,,-15920000.0,-7514000.0,380472000.0,,-1891000.0,,
2019-12-31,DEQ.DE,2019-12-31,19000.0,0.0,-19332000.0,-10633000.0,-119122000.0,,112091000.0,31752000.0,,170206000.0,152000.0,,,-4894000.0,-15814000.0,57714000.0,,5126000.0,,-92675000.0
2018-12-31,DEQ.DE,2018-12-31,19000.0,0.0,-20915000.0,-24279000.0,-128531000.0,,79395000.0,9756000.0,,159202000.0,44000.0,,,-1627000.0,-14666000.0,79940000.0,,1436000.0,,-89586000.0
2017-12-31,DEQ.DE,2017-12-31,170000.0,0.0,-211014000.0,32290000.0,97523000.0,163587000.0,134333000.0,42533000.0,,156024000.0,41000.0,,,994000.0,-16587000.0,22233000.0,,-1592000.0,,-81767000.0
2020-12-31,ZIL2.DE,2020-12-31,-7515000.0,3147000.0,-60613000.0,-154076000.0,-155773000.0,,-40803000.0,-7584000.0,-8991000.0,217793000.0,140906000.0,,54278000.0,,-1697000.0,38918000.0,-57309000.0,8581000.0,,
2019-12-31,ZIL2.DE,2019-12-31,-4249000.0,66670000.0,-84455000.0,-103006000.0,-103790000.0,,4068000.0,90136000.0,804000.0,277577000.0,114012000.0,,83407000.0,,-784000.0,-2420000.0,-92224000.0,6121000.0,,
2018-12-31,ZIL2.DE,2018-12-31,190000.0,19743000.0,-120729000.0,63587000.0,30009000.0,,43835000.0,-184000.0,-1016000.0,91552000.0,94215000.0,,-51698000.0,,-1898000.0,-14829000.0,-162952000.0,-5946000.0,,-31680000.0
2017-12-31,ZIL2.DE,2017-12-31,-29675000.0,26732000.0,-193197000.0,143588000.0,109347000.0,,69930000.0,8668000.0,-2957000.0,95475000.0,93215000.0,,-114528000.0,,-2561000.0,5496000.0,-153722000.0,6765000.0,,-31680000.0
2020-12-31,KRN.DE,2020-12-31,-4487000.0,-31547000.0,-100483000.0,-75346000.0,-99041000.0,,-79705000.0,106606000.0,-15637000.0,321767000.0,127094000.0,2894000.0,16165000.0,236652000.0,,47761000.0,-56851000.0,5347000.0,,-23695000.0
2019-12-31,KRN.DE,2019-12-31,-40552000.0,-258388000.0,-187924000.0,36362000.0,-19261000.0,,9491000.0,-108420000.0,1475000.0,93525000.0,127638000.0,12132000.0,-59421000.0,114345000.0,-1915000.0,53932000.0,-107644000.0,105928000.0,,-53708000.0
2018-12-31,KRN.DE,2018-12-31,-6479000.0,195221000.0,-194395000.0,-24194000.0,-77902000.0,,151083000.0,36807000.0,-6417000.0,315053000.0,101092000.0,13559000.0,-39102000.0,10189000.0,-1915000.0,-17709000.0,-121547000.0,-85721000.0,,-53708000.0
2017-12-31,KRN.DE,2017-12-31,-32751000.0,-102579000.0,-144845000.0,24490000.0,-24703000.0,,188759000.0,-186894000.0,-11490000.0,-5856000.0,76812000.0,15309000.0,107516000.0,-247513000.0,-1915000.0,5754000.0,-78270000.0,-52512000.0,,-49193000.0
2020-12-31,OHB.DE,2020-12-31,,1275000.0,-16281000.0,-12648000.0,-20197000.0,,20869000.0,6878000.0,-765000.0,44121000.0,21867000.0,1292000.0,-34630000.0,84929000.0,-7549000.0,9860000.0,-21155000.0,-73572000.0,,
2019-12-31,OHB.DE,2019-12-31,,56457000.0,-19002000.0,46321000.0,33304000.0,,25543000.0,36774000.0,-412000.0,22884000.0,19462000.0,1393000.0,-2558000.0,-79384000.0,-5535000.0,12471000.0,-20946000.0,-18867000.0,,-7482000.0
2018-12-31,OHB.DE,2018-12-31,,-40945000.0,-21030000.0,-38563000.0,-48906000.0,,24998000.0,-10262000.0,-505000.0,60179000.0,8365000.0,1216000.0,-1355000.0,-48582000.0,-3388000.0,12407000.0,-24181000.0,96394000.0,,-6955000.0
2017-12-31,OHB.DE,2017-12-31,,8293000.0,-23429000.0,843000.0,-9617000.0,,23355000.0,2011000.0,80000.0,34977000.0,7467000.0,1222000.0,1378000.0,-3991000.0,-3505000.0,3572000.0,-24676000.0,-11859000.0,,-6955000.0
2020-12-31,RIB.F,2020-12-31,-60000.0,7348000.0,-60640000.0,-6262000.0,91336000.0,104690000.0,16318000.0,98058000.0,-3847000.0,71209000.0,18409000.0,1407000.0,,-1481000.0,-1296000.0,8177000.0,-1234000.0,3337000.0,,-5796000.0
2019-12-31,RIB.F,2019-12-31,30984000.0,5024000.0,-80673000.0,-9763000.0,-38203000.0,158000.0,8957000.0,-81424000.0,2667000.0,34785000.0,15020000.0,1407000.0,,-8106000.0,-443000.0,-39000.0,-2578000.0,-1366000.0,-19511000.0,-8644000.0
2018-12-31,RIB.F,2018-12-31,1381000.0,-2967000.0,-29459000.0,-1914000.0,101835000.0,131378000.0,21328000.0,104786000.0,1824000.0,30586000.0,4346000.0,98000.0,,-5871000.0,-4316000.0,3595000.0,-1133000.0,968000.0,-14249000.0,-9064000.0
2017-12-31,RIB.F,2017-12-31,-15355000.0,-9555000.0,-29327000.0,5450000.0,-1349000.0,131378000.0,18448000.0,-15942000.0,-8071000.0,22805000.0,2752000.0,5000.0,,-10235000.0,397000.0,11316000.0,-2510000.0,2154000.0,-14249000.0,-7196000.0
2020-12-31,BMW3.DE,2020-12-31,1407000000.0,-1526000000.0,-3636000000.0,-6336000000.0,-8254000000.0,28000000.0,3775000000.0,1501000000.0,180000000.0,13251000000.0,4429000000.0,1073000000.0,370000000.0,160000000.0,-300000000.0,2464000000.0,-6150000000.0,1869000000.0,,-1646000000.0
2019-12-31,BMW3.DE,2019-12-31,-1107000000.0,429000000.0,-7284000000.0,7322000000.0,4790000000.0,33000000.0,4915000000.0,1057000000.0,-28000000.0,3662000000.0,4350000000.0,693000000.0,-1560000000.0,14000000.0,-262000000.0,-8761000000.0,-6902000000.0,2608000000.0,,-2303000000.0
2019-01-01,BMW3.DE,2019-01-01,111000000.0,-328000000.0,-7363000000.0,7037000000.0,4296000000.0,25000000.0,6974000000.0,1940000000.0,-19000000.0,5051000000.0,3699000000.0,405000000.0,-403000000.0,112000000.0,-136000000.0,-7269000000.0,-7777000000.0,852000000.0,,-2630000000.0
2018-01-01,BMW3.DE,2018-01-01,-308000000.0,1414000000.0,-6163000000.0,4023000000.0,1572000000.0,38000000.0,8589000000.0,1159000000.0,-223000000.0,5909000000.0,3586000000.0,258000000.0,-1293000000.0,45000000.0,-165000000.0,-9631000000.0,-7112000000.0,1963000000.0,,-2324000000.0
2020-12-31,IXX.DE,2020-12-31,,-658000.0,-14634000.0,3472000.0,-2802000.0,,14924000.0,6037000.0,-964000.0,24437000.0,9249000.0,,-4122000.0,1716000.0,,871000.0,-7152000.0,2457000.0,-2244000.0,-4030000.0
2019-12-31,IXX.DE,2019-12-31,,-1511000.0,-5556000.0,-8612000.0,-10140000.0,,11332000.0,5554000.0,118000.0,21132000.0,7213000.0,,357000.0,-11538000.0,,-999000.0,-5652000.0,16278000.0,-200000.0,-1328000.0
2018-12-31,IXX.DE,2018-12-31,,-1739000.0,-2864000.0,-6126000.0,-8962000.0,,2440000.0,857000.0,-126000.0,12809000.0,4569000.0,,-1512000.0,10784000.0,,3330000.0,-2761000.0,-5063000.0,-500000.0,-2336000.0
2017-12-31,IXX.DE,2017-12-31,,-3104000.0,-9807000.0,7512000.0,4623000.0,,3660000.0,-4157000.0,-1024000.0,2051000.0,4200000.0,,65000.0,-2672000.0,,2789000.0,-9737000.0,-2887000.0,-689000.0,-2200000.0
2020-07-31,INTU,2020-07-31,25000000.0,71000000.0,-97000000.0,2933000000.0,2034000000.0,211000000.0,1826000000.0,4345000000.0,-6000000.0,2414000000.0,196000000.0,-29000000.0,,-59000000.0,18000000.0,238000000.0,-59000000.0,67000000.0,-567000000.0,-561000000.0
2019-07-31,INTU,2019-07-31,-365000000.0,129000000.0,-635000000.0,-2000000.0,-965000000.0,284000000.0,1557000000.0,721000000.0,-3000000.0,2324000000.0,205000000.0,-2000000.0,,11000000.0,61000000.0,409000000.0,-76000000.0,-12000000.0,-807000000.0,-501000000.0
2018-07-31,INTU,2018-07-31,7000000.0,18000000.0,-532000000.0,-50000000.0,-639000000.0,295000000.0,1329000000.0,930000000.0,-11000000.0,2112000000.0,238000000.0,3000000.0,,5000000.0,-6000000.0,462000000.0,-38000000.0,46000000.0,-471000000.0,-407000000.0
2017-07-31,INTU,2017-07-31,190000000.0,64000000.0,-17000000.0,-512000000.0,-1632000000.0,226000000.0,985000000.0,-41000000.0,9000000.0,1599000000.0,224000000.0,23000000.0,,5000000.0,-1000000.0,356000000.0,-102000000.0,-3000000.0,-992000000.0,-353000000.0
2021-01-31,DOCU,2021-01-31,343994000.0,279878000.0,81229000.0,293171000.0,-58976000.0,54164000.0,-243267000.0,324853000.0,5646000.0,296954000.0,64890000.0,,,-72001000.0,-33848000.0,269572000.0,-82395000.0,-135703000.0,-372463000.0,
2020-01-31,DOCU,2020-01-31,-249443000.0,134115000.0,-321489000.0,293171000.0,-70455000.0,96049000.0,-208359000.0,-276695000.0,-447000.0,115696000.0,46082000.0,,,-64801000.0,-33848000.0,225385000.0,-72046000.0,-116962000.0,-166504000.0,
2019-01-31,DOCU,2019-01-31,-415132000.0,93494000.0,-664324000.0,560756000.0,853116000.0,579516000.0,-426458000.0,260742000.0,-4136000.0,76086000.0,35227000.0,,,-38367000.0,-71824000.0,406777000.0,-30413000.0,-49006000.0,-215332000.0,
2018-01-31,DOCU,2018-01-31,-415132000.0,90638000.0,-18761000.0,560756000.0,25728000.0,26433000.0,-52276000.0,66192000.0,4246000.0,54979000.0,28150000.0,,,-35011000.0,-705000.0,26874000.0,-18929000.0,-37373000.0,-215332000.0,
2020-10-31,TTC,2020-10-31,,39538000.0,-216077000.0,90000000.0,2354000.0,22198000.0,329701000.0,328064000.0,2413000.0,539374000.0,95615000.0,,20963000.0,15206000.0,,26523000.0,-78068000.0,11828000.0,-2146000.0,-107698000.0
2019-10-31,TTC,2019-10-31,-200000.0,30458000.0,-772942000.0,389000000.0,299498000.0,29336000.0,273983000.0,-137296000.0,-1223000.0,337371000.0,87698000.0,,-104832000.0,-11042000.0,,51359000.0,-92881000.0,9747000.0,-22705000.0,-96133000.0
2018-10-31,TTC,2018-10-31,-6750000.0,47460000.0,-127925000.0,-19757000.0,-252075000.0,17243000.0,271939000.0,-21132000.0,-5937000.0,364805000.0,61277000.0,,-29770000.0,-10365000.0,,36008000.0,-90124000.0,-11744000.0,-164530000.0,-85031000.0
2017-10-31,TTC,2017-10-31,-1500000.0,59859000.0,-83758000.0,-19136000.0,-245268000.0,10274000.0,267717000.0,36701000.0,4979000.0,360748000.0,64986000.0,,-15611000.0,-17701000.0,,4922000.0,-58276000.0,-3424000.0,-160648000.0,-75758000.0
2020-12-31,UPST,2020-12-31,,7033000.0,136517000.0,-82182000.0,79052000.0,161850000.0,5983000.0,231266000.0,,15697000.0,2278000.0,14661000.0,,,-622000.0,39488000.0,-1355000.0,-39085000.0,,
2019-12-31,UPST,2019-12-31,,3613000.0,45433000.0,-115964000.0,-119190000.0,278000.0,-466000.0,-42175000.0,,31582000.0,774000.0,8275000.0,,,-6386000.0,31241000.0,-4004000.0,-3580000.0,,
2018-12-31,UPST,2018-12-31,,1118000.0,-137237000.0,87842000.0,135766000.0,323000.0,-12319000.0,48867000.0,,50338000.0,314000.0,1229000.0,,,-2324000.0,48410000.0,-148000.0,12815000.0,,
2017-12-31,UPST,2017-12-31,,946000.0,-393421000.0,397010000.0,412715000.0,142000.0,-7717000.0,29651000.0,,10357000.0,93000.0,1229000.0,,,14451000.0,-3082000.0,-148000.0,20117000.0,,
2020-12-31,SHOP,2020-12-31,-1889853000.0,78853000.0,-1931848000.0,907950000.0,3557350000.0,2649400000.0,319509000.0,2053681000.0,3221000.0,424958000.0,61030000.0,,,-29146000.0,,126965000.0,-41733000.0,-150039000.0,,
2019-12-31,SHOP,2019-12-31,-241566000.0,159482000.0,-569475000.0,907950000.0,736351000.0,736351000.0,-124842000.0,239233000.0,1742000.0,70615000.0,28187000.0,,,-56181000.0,,141665000.0,-56759000.0,-85160000.0,,
2018-12-31,SHOP,2018-12-31,-749691000.0,29656000.0,-810633000.0,907950000.0,1072182000.0,1072182000.0,-64553000.0,269006000.0,-1867000.0,9324000.0,23220000.0,,,-32649000.0,,102914000.0,-27950000.0,-53096000.0,,
2017-12-31,SHOP,2017-12-31,-487190000.0,26388000.0,-527170000.0,907950000.0,574831000.0,590349000.0,-39995000.0,57664000.0,2102000.0,7901000.0,20545000.0,,,-13037000.0,-15518000.0,50165000.0,-20043000.0,-39002000.0,,
2020-06-28,LRCX,2020-06-28,-15000000.0,284685000.0,-244084000.0,1307114000.0,-623930000.0,93523000.0,2251753000.0,1255687000.0,-2750000.0,2126451000.0,268525000.0,-25845000.0,-411608000.0,-641827000.0,1920000.0,172108000.0,-203239000.0,196875000.0,-1369649000.0,-656838000.0
2019-06-30,LRCX,2019-06-30,-1326208000.0,-309546000.0,-1637054000.0,1997313000.0,-2390080000.0,84774000.0,2191430000.0,-855162000.0,-4041000.0,3176013000.0,309281000.0,-7355000.0,281355000.0,732138000.0,-13208000.0,176435000.0,-303491000.0,-212423000.0,-3780611000.0,-678348000.0
2018-06-24,LRCX,2018-06-24,3152886000.0,148068000.0,2748536000.0,-396090000.0,-3272057000.0,84882000.0,2380681000.0,2134819000.0,2593000.0,2655747000.0,326395000.0,-15184000.0,-701008000.0,-501628000.0,9000.0,251436000.0,-273469000.0,737375000.0,-2653249000.0,-307609000.0
2017-06-25,LRCX,2017-06-25,-1883886000.0,385292000.0,-2052829000.0,-1688313000.0,-2632394000.0,72576000.0,1697763000.0,-2656004000.0,-63000.0,2029282000.0,306905000.0,-12815000.0,-307875000.0,-411287000.0,38510000.0,310164000.0,-157419000.0,23038000.0,-811672000.0,-243495000.0
2020-12-31,FVRR,2020-12-31,-322429000.0,2553000.0,-326357000.0,446740000.0,551813000.0,139042000.0,-14810000.0,243859000.0,1268000.0,17135000.0,4338000.0,107000.0,,-1777000.0,-33969000.0,15830000.0,-2094000.0,6965000.0,,
2019-12-31,FVRR,2019-12-31,-124316000.0,3488000.0,-136078000.0,-470000.0,117993000.0,118463000.0,-33539000.0,-31784000.0,245000.0,-13944000.0,3571000.0,-40000.0,,-1583000.0,-33969000.0,7976000.0,-1016000.0,6143000.0,,
2018-12-31,FVRR,2018-12-31,30482000.0,808000.0,26067000.0,-421000.0,53888000.0,54309000.0,-36061000.0,28089000.0,-190000.0,-51676000.0,2250000.0,-142000.0,,-143000.0,-33969000.0,11597000.0,-767000.0,-30127000.0,,
2017-12-31,FVRR,2017-12-31,10000000.0,-145000.0,5083000.0,857000.0,1253000.0,396000.0,-19324000.0,1700000.0,627000.0,-5263000.0,1090000.0,-1520000.0,,11000.0,-33969000.0,1178000.0,-2198000.0,11927000.0,,
2020-12-31,ABNB,2020-12-31,125561000.0,-340120000.0,79590000.0,1923880000.0,2940814000.0,3665944000.0,-4584716000.0,2524809000.0,134137000.0,-629732000.0,103376000.0,-8600000.0,,,-998556000.0,4095395000.0,-37371000.0,55510000.0,-1650454000.0,
